fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,cluster,free_to_total_SO2,total_acidity,alcohol_acidity_ratio,PC1_score,PC2_score,good_quality,sample_weight
0.9517562447800928,-0.2628063377212388,-0.18347739979973715,0.10935927925309273,0.30627064817051747,-0.2987270619654435,-0.4674222183133764,1.7363631065577145,-0.18701275220302285,-0.5693818910455523,-0.3919820952015011,1.2126230021958784,0.1708479539965702,0.9442064985096985,-0.1814665478105909,0.6744802042837662,0.052365345080868535,0,0.5781914893617022
0.9517562447800928,-1.4547932054814505,1.3677795375789066,-0.4649090132498635,-0.09793458517766435,2.4252455079902053,0.765124289029384,-1.1837609372096667,-2.1205846765342304,-0.16085508209075644,1.2703663640238168,1.2126230021958784,1.2184015321196453,0.8164550213721945,2.2927290340891435,0.9203449368493041,0.05997120655726324,1,3.697278911564626
-0.2986722157006852,0.00809976858790052,0.2818996814138561,-0.10599133043551597,-0.16175646412737738,0.7345039128453198,2.8193684679339848,-0.09868752203925044,-0.05810795724760882,-0.33593800021424064,-0.8537455560974225,-0.8246586104577844,-1.3849427876835996,-0.30427384624317816,-0.4746061297835387,0.012515748836758184,1.6545945283764742,0,0.5781914893617022
0.6107303010126082,-1.0755246566486558,1.626322360475347,0.18114281581596198,-0.1830304237772817,-0.6744474164420847,-0.5261149091392221,0.459806147533744,-1.2182511118463322,-0.6861038364612083,1.4550717483821847,1.2126230021958784,-0.5191114184007224,0.5086900991772998,1.3836251269491502,0.9484921071365903,-1.211243963719605,0,0.5781914893617022
-0.7533734740573317,-0.8046185503395168,1.1092367146824658,-0.03420779387264641,0.19990084992099402,1.5798747104177624,1.0879340885715356,-0.28485207856362127,0.5219636200517557,0.6561985358188358,0.9009555953070794,1.2126230021958784,0.053865223036475327,-0.8559279520642167,0.7423192699744271,0.048084527814905714,0.5025990540561638,0,0.5781914893617022
-0.12815924381694285,-0.8046185503395168,1.0575281501031777,-0.5366925498127328,1.4763384289152552,-1.0501677709187258,-0.9076173995072193,0.459806147533744,-0.05810795724760882,2.29030577163802,-0.9460982482766065,1.2126230021958784,-0.5573098611632025,-0.21717056637669818,0.21191592961939304,0.9831581691941096,-0.739350829025546,0,0.5781914893617022
2.0316717333771286,0.27900587489703926,1.9882823125303641,-0.03420779387264641,-0.33194814132661205,-0.9562376822995656,-0.32069049124876203,1.3108441202163712,-1.6694178941902826,-0.5693818910455523,-0.3919820952015011,1.2126230021958784,-1.4141938474566698,2.1055835633960953,-0.5434515861276045,1.6736552370637356,-0.5008909916265282,0,0.5781914893617022
-0.014483929227780629,1.7148082383354764,-1.3727743851233638,-0.24955840356125478,-0.37449606062642044,-1.0501677709187258,-0.9956564357459879,-0.01890271210025967,0.0707968377078052,-0.45265994562989675,0.5315448265903419,-0.8246586104577844,-0.14804083156520395,0.16898730769802822,-0.9690945850291247,-0.7894264479580044,-0.5293640923773413,0,0.5781914893617022
2.3158600198500325,-0.9671622141250005,1.1092367146824658,0.03757574269022316,-0.1830304237772817,1.0162941787028006,0.6183925619647697,1.4172238668016923,-1.2182511118463322,0.5394765904031796,-0.022571326484763597,1.2126230021958784,0.0737948453473348,2.2623694671557586,0.7135259457837257,1.7552079210321967,0.3449825603696795,0,0.5781914893617022
0.4970549864234459,0.3331870961588671,-0.18347739979973715,0.5400604986303095,0.28499668852061105,0.3587835583686786,-0.027227037119533372,1.0980846270457292,-0.31591754715843684,0.0725888087405558,-0.7613928639182386,1.2126230021958784,0.29605960480709265,0.5435314111238909,-0.6412243585109932,0.5034115158323673,0.6835379817861709,0,0.5781914893617022
-0.7533734740573317,0.8749993087771452,-1.0625229976476351,-0.03420779387264641,0.07225709202157006,-0.11086688472712292,-0.7902320178555279,-0.54016347036838,0.4575112225740473,-0.33593800021424064,0.8086029031278954,-0.8246586104577844,2.171150336156788,-0.675914507006826,-0.6305798110025167,-0.9561299287034797,-0.32822298129762173,0,0.5781914893617022
